Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol_label,Timestamp,Flow Duration,IntervaloEntreFlujos,IntervaloEntreFlujos_seg
10.152.152.11-78.192.76.98-37070-51413-6,10.152.152.11,37070,78.192.76.98,51413,TCP,2016-02-23 18:19:23,313341,0 days 00:00:00,0.0
10.152.152.11-84.113.168.68-50699-51413-6,10.152.152.11,50699,84.113.168.68,51413,TCP,2016-02-23 18:19:23,311772,0 days 00:00:00,0.0
10.152.152.11-84.113.168.68-50699-51413-6,10.152.152.11,50699,84.113.168.68,51413,TCP,2016-02-23 18:19:23,509482,0 days 00:00:00,0.0
10.152.152.11-84.249.168.120-52230-51413-6,10.152.152.11,52230,84.249.168.120,51413,TCP,2016-02-23 18:19:23,107927310,0 days 00:00:00,0.0
10.152.152.11-217.81.12.186-9100-51413-17,10.152.152.11,9100,217.81.12.186,51413,UDP,2016-02-23 18:19:23,9276488,0 days 00:00:00,0.0
10.152.152.11-217.81.12.186-9100-51413-17,10.152.152.11,9100,217.81.12.186,51413,UDP,2016-02-23 18:19:23,9276488,0 days 00:00:00,0.0
10.152.152.11-217.81.12.186-55524-51413-6,10.152.152.11,55524,217.81.12.186,51413,TCP,2016-02-23 18:19:24,110848005,0 days 00:00:01,1.0
10.152.152.11-217.81.12.186-55524-51413-6,10.152.152.11,55524,217.81.12.186,51413,TCP,2016-02-23 18:19:24,110848005,0 days 00:00:00,0.0
10.152.152.11-62.210.142.224-9100-51413-17,10.152.152.11,9100,62.210.142.224,51413,UDP,2016-02-23 18:19:24,9307621,0 days 00:00:00,0.0
10.152.152.11-80.71.131.244-33171-51413-6,10.152.152.11,33171,80.71.131.244,51413,TCP,2016-02-23 18:19:24,113776576,0 days 00:00:00,0.0
10.152.152.11-80.71.131.244-33171-51413-6,10.152.152.11,33171,80.71.131.244,51413,TCP,2016-02-23 18:19:24,113776576,0 days 00:00:00,0.0
10.152.152.11-87.114.93.46-9100-51413-17,10.152.152.11,9100,87.114.93.46,51413,UDP,2016-02-23 18:19:24,9309987,0 days 00:00:00,0.0
10.152.152.11-87.114.93.46-9100-51413-17,10.152.152.11,9100,87.114.93.46,51413,UDP,2016-02-23 18:19:24,9309987,0 days 00:00:00,0.0
10.152.152.11-62.210.142.224-9100-51413-17,10.152.152.11,9100,62.210.142.224,51413,UDP,2016-02-23 18:19:24,9307621,0 days 00:00:00,0.0
10.152.152.11-95.79.96.7-9100-51413-17,10.152.152.11,9100,95.79.96.7,51413,UDP,2016-02-23 18:19:24,9308157,0 days 00:00:00,0.0
10.152.152.11-95.79.96.7-9100-51413-17,10.152.152.11,9100,95.79.96.7,51413,UDP,2016-02-23 18:19:24,9308157,0 days 00:00:00,0.0
10.152.152.11-108.254.40.203-47014-51413-6,10.152.152.11,47014,108.254.40.203,51413,TCP,2016-02-23 18:19:24,7359797,0 days 00:00:00,0.0
10.152.152.11-108.254.40.203-47014-51413-6,10.152.152.11,47014,108.254.40.203,51413,TCP,2016-02-23 18:19:24,7359797,0 days 00:00:00,0.0
10.152.152.11-5.146.121.107-57974-51413-6,10.152.152.11,57974,5.146.121.107,51413,TCP,2016-02-23 18:19:25,116426758,0 days 00:00:01,1.0
10.152.152.11-62.210.142.224-55052-51413-6,10.152.152.11,55052,62.210.142.224,51413,TCP,2016-02-23 18:19:25,115466701,0 days 00:00:00,0.0
10.152.152.11-95.79.96.7-51010-51413-6,10.152.152.11,51010,95.79.96.7,51413,TCP,2016-02-23 18:19:25,7445622,0 days 00:00:00,0.0
10.152.152.11-87.114.93.46-60722-51413-6,10.152.152.11,60722,87.114.93.46,51413,TCP,2016-02-23 18:19:25,114452342,0 days 00:00:00,0.0
10.152.152.11-95.79.96.7-51010-51413-6,10.152.152.11,51010,95.79.96.7,51413,TCP,2016-02-23 18:19:25,7445622,0 days 00:00:00,0.0
10.152.152.11-5.146.121.107-57974-51413-6,10.152.152.11,57974,5.146.121.107,51413,TCP,2016-02-23 18:19:25,116426758,0 days 00:00:00,0.0
10.152.152.11-62.210.142.224-55052-51413-6,10.152.152.11,55052,62.210.142.224,51413,TCP,2016-02-23 18:19:25,115466701,0 days 00:00:00,0.0
10.152.152.11-87.114.93.46-60722-51413-6,10.152.152.11,60722,87.114.93.46,51413,TCP,2016-02-23 18:19:25,114452342,0 days 00:00:00,0.0
10.152.152.11-83.161.103.206-41248-51413-6,10.152.152.11,41248,83.161.103.206,51413,TCP,2016-02-23 18:19:29,17866,0 days 00:00:04,4.0
10.152.152.11-83.161.103.206-41248-51413-6,10.152.152.11,41248,83.161.103.206,51413,TCP,2016-02-23 18:19:29,17866,0 days 00:00:00,0.0
10.152.152.11-90.204.40.164-35674-51413-6,10.152.152.11,35674,90.204.40.164,51413,TCP,2016-02-23 18:19:30,73968,0 days 00:00:01,1.0
10.152.152.11-90.204.40.164-35674-51413-6,10.152.152.11,35674,90.204.40.164,51413,TCP,2016-02-23 18:19:30,73968,0 days 00:00:00,0.0
10.152.152.11-108.254.40.203-47014-51413-6,10.152.152.11,47014,108.254.40.203,51413,TCP,2016-02-23 18:19:31,449624,0 days 00:00:01,1.0
10.152.152.11-108.254.40.203-47014-51413-6,10.152.152.11,47014,108.254.40.203,51413,TCP,2016-02-23 18:19:31,449624,0 days 00:00:00,0.0
10.152.152.11-95.79.96.7-51010-51413-6,10.152.152.11,51010,95.79.96.7,51413,TCP,2016-02-23 18:19:33,200149,0 days 00:00:02,2.0
10.152.152.11-95.79.96.7-51010-51413-6,10.152.152.11,51010,95.79.96.7,51413,TCP,2016-02-23 18:19:33,200149,0 days 00:00:00,0.0
10.152.152.11-93.170.123.241-43637-51413-6,10.152.152.11,43637,93.170.123.241,51413,TCP,2016-02-23 18:19:48,756,0 days 00:00:15,15.0
10.152.152.11-93.170.123.241-43637-51413-6,10.152.152.11,43637,93.170.123.241,51413,TCP,2016-02-23 18:19:48,756,0 days 00:00:00,0.0
10.152.152.11-216.161.26.137-34882-51413-6,10.152.152.11,34882,216.161.26.137,51413,TCP,2016-02-23 18:20:11,7776,0 days 00:00:23,23.0
10.152.152.11-216.161.26.137-34882-51413-6,10.152.152.11,34882,216.161.26.137,51413,TCP,2016-02-23 18:20:11,7776,0 days 00:00:00,0.0
10.152.152.11-217.250.238.213-41060-51413-6,10.152.152.11,41060,217.250.238.213,51413,TCP,2016-02-23 18:20:18,193,0 days 00:00:07,7.0
10.152.152.11-217.250.238.213-41060-51413-6,10.152.152.11,41060,217.250.238.213,51413,TCP,2016-02-23 18:20:18,193,0 days 00:00:00,0.0
10.152.152.11-174.130.174.169-48346-51413-6,10.152.152.11,48346,174.130.174.169,51413,TCP,2016-02-23 18:20:21,119966980,0 days 00:00:03,3.0
10.152.152.11-174.130.174.169-48346-51413-6,10.152.152.11,48346,174.130.174.169,51413,TCP,2016-02-23 18:20:21,119966980,0 days 00:00:00,0.0
10.152.152.11-141.219.198.60-57966-51413-6,10.152.152.11,57966,141.219.198.60,51413,TCP,2016-02-23 18:20:24,70861,0 days 00:00:03,3.0
10.152.152.11-141.219.198.60-57966-51413-6,10.152.152.11,57966,141.219.198.60,51413,TCP,2016-02-23 18:20:24,70861,0 days 00:00:00,0.0
10.152.152.11-92.72.239.140-9100-51413-17,10.152.152.11,9100,92.72.239.140,51413,UDP,2016-02-23 18:20:27,9454480,0 days 00:00:03,3.0
10.152.152.11-92.72.239.140-9100-51413-17,10.152.152.11,9100,92.72.239.140,51413,UDP,2016-02-23 18:20:27,9454480,0 days 00:00:00,0.0
10.152.152.11-92.72.239.140-50580-51413-6,10.152.152.11,50580,92.72.239.140,51413,TCP,2016-02-23 18:20:28,928863,0 days 00:00:01,1.0
10.152.152.11-92.72.239.140-50580-51413-6,10.152.152.11,50580,92.72.239.140,51413,TCP,2016-02-23 18:20:28,928863,0 days 00:00:00,0.0
10.152.152.11-92.72.239.140-50580-51413-6,10.152.152.11,50580,92.72.239.140,51413,TCP,2016-02-23 18:20:29,546005,0 days 00:00:01,1.0
10.152.152.11-92.72.239.140-50580-51413-6,10.152.152.11,50580,92.72.239.140,51413,TCP,2016-02-23 18:20:29,546005,0 days 00:00:00,0.0
10.152.152.11-5.39.84.13-56446-51413-6,10.152.152.11,56446,5.39.84.13,51413,TCP,2016-02-23 18:21:23,119991526,0 days 00:00:54,54.0
10.152.152.11-5.39.84.13-56446-51413-6,10.152.152.11,56446,5.39.84.13,51413,TCP,2016-02-23 18:21:23,119991526,0 days 00:00:00,0.0
10.152.152.11-141.219.198.22-9100-51413-17,10.152.152.11,9100,141.219.198.22,51413,UDP,2016-02-23 18:21:28,9511717,0 days 00:00:05,5.0
10.152.152.11-79.250.118.102-54316-51413-6,10.152.152.11,54316,79.250.118.102,51413,TCP,2016-02-23 18:21:28,620386,0 days 00:00:00,0.0
10.152.152.11-79.250.118.102-54316-51413-6,10.152.152.11,54316,79.250.118.102,51413,TCP,2016-02-23 18:21:28,142575,0 days 00:00:00,0.0
10.152.152.11-79.250.118.102-54316-51413-6,10.152.152.11,54316,79.250.118.102,51413,TCP,2016-02-23 18:21:28,142575,0 days 00:00:00,0.0
10.152.152.11-88.97.74.24-41180-51413-6,10.152.152.11,41180,88.97.74.24,51413,TCP,2016-02-23 18:21:28,7530348,0 days 00:00:00,0.0
10.152.152.11-79.152.135.174-9100-51413-17,10.152.152.11,9100,79.152.135.174,51413,UDP,2016-02-23 18:21:28,9510904,0 days 00:00:00,0.0
10.152.152.11-79.152.135.174-9100-51413-17,10.152.152.11,9100,79.152.135.174,51413,UDP,2016-02-23 18:21:28,9510904,0 days 00:00:00,0.0
10.152.152.11-141.219.198.22-9100-51413-17,10.152.152.11,9100,141.219.198.22,51413,UDP,2016-02-23 18:21:28,9511717,0 days 00:00:00,0.0
10.152.152.11-79.250.118.102-54316-51413-6,10.152.152.11,54316,79.250.118.102,51413,TCP,2016-02-23 18:21:28,620386,0 days 00:00:00,0.0
10.152.152.11-88.97.74.24-41180-51413-6,10.152.152.11,41180,88.97.74.24,51413,TCP,2016-02-23 18:21:28,7530348,0 days 00:00:00,0.0
10.152.152.11-79.152.135.174-55728-51413-6,10.152.152.11,55728,79.152.135.174,51413,TCP,2016-02-23 18:21:29,7371273,0 days 00:00:01,1.0
10.152.152.11-141.219.198.22-37501-51413-6,10.152.152.11,37501,141.219.198.22,51413,TCP,2016-02-23 18:21:29,1315504,0 days 00:00:00,0.0
10.152.152.11-79.152.135.174-55728-51413-6,10.152.152.11,55728,79.152.135.174,51413,TCP,2016-02-23 18:21:29,7371273,0 days 00:00:00,0.0
10.152.152.11-141.219.198.22-37501-51413-6,10.152.152.11,37501,141.219.198.22,51413,TCP,2016-02-23 18:21:29,1315504,0 days 00:00:00,0.0
10.152.152.11-141.219.198.22-37501-51413-6,10.152.152.11,37501,141.219.198.22,51413,TCP,2016-02-23 18:21:30,155757,0 days 00:00:01,1.0
10.152.152.11-141.219.198.22-37501-51413-6,10.152.152.11,37501,141.219.198.22,51413,TCP,2016-02-23 18:21:30,155757,0 days 00:00:00,0.0
10.152.152.11-88.97.74.24-41180-51413-6,10.152.152.11,41180,88.97.74.24,51413,TCP,2016-02-23 18:21:35,434993,0 days 00:00:05,5.0
10.152.152.11-88.97.74.24-41180-51413-6,10.152.152.11,41180,88.97.74.24,51413,TCP,2016-02-23 18:21:35,434993,0 days 00:00:00,0.0
10.152.152.11-79.152.135.174-55728-51413-6,10.152.152.11,55728,79.152.135.174,51413,TCP,2016-02-23 18:21:36,335953,0 days 00:00:01,1.0
10.152.152.11-79.152.135.174-55728-51413-6,10.152.152.11,55728,79.152.135.174,51413,TCP,2016-02-23 18:21:36,335953,0 days 00:00:00,0.0
10.152.152.11-174.130.174.169-48346-51413-6,10.152.152.11,48346,174.130.174.169,51413,TCP,2016-02-23 18:22:21,114426836,0 days 00:00:45,45.0
10.152.152.11-174.130.174.169-48346-51413-6,10.152.152.11,48346,174.130.174.169,51413,TCP,2016-02-23 18:22:21,114426836,0 days 00:00:00,0.0
10.152.152.11-109.194.173.217-40449-51413-6,10.152.152.11,40449,109.194.173.217,51413,TCP,2016-02-23 18:22:24,58781054,0 days 00:00:03,3.0
10.152.152.11-109.194.173.217-40449-51413-6,10.152.152.11,40449,109.194.173.217,51413,TCP,2016-02-23 18:22:24,58781054,0 days 00:00:00,0.0
10.152.152.11-84.249.168.120-52230-51413-6,10.152.152.11,52230,84.249.168.120,51413,TCP,2016-02-23 18:22:26,67191350,0 days 00:00:02,2.0
10.152.152.11-84.249.168.120-52230-51413-6,10.152.152.11,52230,84.249.168.120,51413,TCP,2016-02-23 18:22:26,67191350,0 days 00:00:00,0.0
10.152.152.11-78.81.48.140-41905-51413-6,10.152.152.11,41905,78.81.48.140,51413,TCP,2016-02-23 18:22:28,64978005,0 days 00:00:02,2.0
10.152.152.11-62.210.142.224-55052-51413-6,10.152.152.11,55052,62.210.142.224,51413,TCP,2016-02-23 18:22:28,64006793,0 days 00:00:00,0.0
10.152.152.11-62.210.142.224-55052-51413-6,10.152.152.11,55052,62.210.142.224,51413,TCP,2016-02-23 18:22:28,64006793,0 days 00:00:00,0.0
10.152.152.11-78.81.48.140-41905-51413-6,10.152.152.11,41905,78.81.48.140,51413,TCP,2016-02-23 18:22:28,64978005,0 days 00:00:00,0.0
10.152.152.11-80.71.131.244-33171-51413-6,10.152.152.11,33171,80.71.131.244,51413,TCP,2016-02-23 18:22:28,64109996,0 days 00:00:00,0.0
10.152.152.11-64.201.244.58-52468-51413-6,10.152.152.11,52468,64.201.244.58,51413,TCP,2016-02-23 18:22:28,64881204,0 days 00:00:00,0.0
10.152.152.11-64.201.244.58-52468-51413-6,10.152.152.11,52468,64.201.244.58,51413,TCP,2016-02-23 18:22:28,64881204,0 days 00:00:00,0.0
10.152.152.11-80.71.131.244-33171-51413-6,10.152.152.11,33171,80.71.131.244,51413,TCP,2016-02-23 18:22:28,64109996,0 days 00:00:00,0.0
10.152.152.11-87.114.93.46-60722-51413-6,10.152.152.11,60722,87.114.93.46,51413,TCP,2016-02-23 18:22:29,63592449,0 days 00:00:01,1.0
10.152.152.11-136.243.19.137-9100-51413-17,10.152.152.11,9100,136.243.19.137,51413,UDP,2016-02-23 18:22:29,9287105,0 days 00:00:00,0.0
10.152.152.11-136.243.19.137-9100-51413-17,10.152.152.11,9100,136.243.19.137,51413,UDP,2016-02-23 18:22:29,9287105,0 days 00:00:00,0.0
10.152.152.11-87.114.93.46-60722-51413-6,10.152.152.11,60722,87.114.93.46,51413,TCP,2016-02-23 18:22:29,63592449,0 days 00:00:00,0.0
10.152.152.11-136.243.19.137-43006-51413-6,10.152.152.11,43006,136.243.19.137,51413,TCP,2016-02-23 18:22:30,62378070,0 days 00:00:01,1.0
10.152.152.11-136.243.19.137-43006-51413-6,10.152.152.11,43006,136.243.19.137,51413,TCP,2016-02-23 18:22:30,62378070,0 days 00:00:00,0.0
10.152.152.11-64.251.188.25-38091-51413-6,10.152.152.11,38091,64.251.188.25,51413,TCP,2016-02-23 18:22:38,55139995,0 days 00:00:08,8.0
10.152.152.11-64.251.188.25-38091-51413-6,10.152.152.11,38091,64.251.188.25,51413,TCP,2016-02-23 18:22:38,55139995,0 days 00:00:00,0.0
10.152.152.11-217.81.12.186-55524-51413-6,10.152.152.11,55524,217.81.12.186,51413,TCP,2016-02-23 18:22:53,39578743,0 days 00:00:15,15.0
10.152.152.11-5.146.121.107-57974-51413-6,10.152.152.11,57974,5.146.121.107,51413,TCP,2016-02-23 18:22:53,39810086,0 days 00:00:00,0.0
10.152.152.11-217.81.12.186-55524-51413-6,10.152.152.11,55524,217.81.12.186,51413,TCP,2016-02-23 18:22:53,39578743,0 days 00:00:00,0.0
10.152.152.11-5.146.121.107-57974-51413-6,10.152.152.11,57974,5.146.121.107,51413,TCP,2016-02-23 18:22:53,39810086,0 days 00:00:00,0.0
10.152.152.11-72.223.96.164-51996-51413-6,10.152.152.11,51996,72.223.96.164,51413,TCP,2016-02-23 18:22:57,34414343,0 days 00:00:04,4.0
10.152.152.11-72.223.96.164-51996-51413-6,10.152.152.11,51996,72.223.96.164,51413,TCP,2016-02-23 18:22:57,34414343,0 days 00:00:00,0.0
10.152.152.11-109.194.173.217-40449-51413-6,10.152.152.11,40449,109.194.173.217,51413,TCP,2016-02-23 18:23:22,965,0 days 00:00:25,25.0
10.152.152.11-109.194.173.217-40449-51413-6,10.152.152.11,40449,109.194.173.217,51413,TCP,2016-02-23 18:23:22,965,0 days 00:00:00,0.0
10.152.152.11-5.39.84.13-56446-51413-6,10.152.152.11,56446,5.39.84.13,51413,TCP,2016-02-23 18:23:23,9468238,0 days 00:00:01,1.0
10.152.152.11-5.39.84.13-56446-51413-6,10.152.152.11,56446,5.39.84.13,51413,TCP,2016-02-23 18:23:23,9468238,0 days 00:00:00,0.0
10.152.152.11-72.223.96.164-51996-51413-6,10.152.152.11,51996,72.223.96.164,51413,TCP,2016-02-23 18:23:31,284,0 days 00:00:08,8.0
10.152.152.11-72.223.96.164-51996-51413-6,10.152.152.11,51996,72.223.96.164,51413,TCP,2016-02-23 18:23:31,284,0 days 00:00:00,0.0
10.152.152.11-62.210.142.224-55052-51413-6,10.152.152.11,55052,62.210.142.224,51413,TCP,2016-02-23 18:23:32,443673,0 days 00:00:01,1.0
10.152.152.11-80.71.131.244-33171-51413-6,10.152.152.11,33171,80.71.131.244,51413,TCP,2016-02-23 18:23:32,455314,0 days 00:00:00,0.0
10.152.152.11-80.71.131.244-33171-51413-6,10.152.152.11,33171,80.71.131.244,51413,TCP,2016-02-23 18:23:32,455314,0 days 00:00:00,0.0
10.152.152.11-62.210.142.224-55052-51413-6,10.152.152.11,55052,62.210.142.224,51413,TCP,2016-02-23 18:23:32,443673,0 days 00:00:00,0.0
10.152.152.11-5.39.84.13-56446-51413-6,10.152.152.11,56446,5.39.84.13,51413,TCP,2016-02-23 18:23:33,285197,0 days 00:00:01,1.0
10.152.152.11-64.251.188.25-38091-51413-6,10.152.152.11,38091,64.251.188.25,51413,TCP,2016-02-23 18:23:33,6121,0 days 00:00:00,0.0
10.152.152.11-87.114.93.46-60722-51413-6,10.152.152.11,60722,87.114.93.46,51413,TCP,2016-02-23 18:23:33,7079,0 days 00:00:00,0.0
10.152.152.11-5.39.84.13-56446-51413-6,10.152.152.11,56446,5.39.84.13,51413,TCP,2016-02-23 18:23:33,285197,0 days 00:00:00,0.0
10.152.152.11-136.243.19.137-43006-51413-6,10.152.152.11,43006,136.243.19.137,51413,TCP,2016-02-23 18:23:33,260440,0 days 00:00:00,0.0
10.152.152.11-78.81.48.140-41905-51413-6,10.152.152.11,41905,78.81.48.140,51413,TCP,2016-02-23 18:23:33,154225,0 days 00:00:00,0.0
10.152.152.11-64.201.244.58-52468-51413-6,10.152.152.11,52468,64.201.244.58,51413,TCP,2016-02-23 18:23:33,254750,0 days 00:00:00,0.0
10.152.152.11-136.243.19.137-43006-51413-6,10.152.152.11,43006,136.243.19.137,51413,TCP,2016-02-23 18:23:33,260440,0 days 00:00:00,0.0
10.152.152.11-64.201.244.58-52468-51413-6,10.152.152.11,52468,64.201.244.58,51413,TCP,2016-02-23 18:23:33,254750,0 days 00:00:00,0.0
10.152.152.11-87.114.93.46-60722-51413-6,10.152.152.11,60722,87.114.93.46,51413,TCP,2016-02-23 18:23:33,7079,0 days 00:00:00,0.0
10.152.152.11-78.81.48.140-41905-51413-6,10.152.152.11,41905,78.81.48.140,51413,TCP,2016-02-23 18:23:33,154225,0 days 00:00:00,0.0
10.152.152.11-5.146.121.107-57974-51413-6,10.152.152.11,57974,5.146.121.107,51413,TCP,2016-02-23 18:23:33,351868,0 days 00:00:00,0.0
10.152.152.11-64.251.188.25-38091-51413-6,10.152.152.11,38091,64.251.188.25,51413,TCP,2016-02-23 18:23:33,6121,0 days 00:00:00,0.0
10.152.152.11-5.146.121.107-57974-51413-6,10.152.152.11,57974,5.146.121.107,51413,TCP,2016-02-23 18:23:33,351868,0 days 00:00:00,0.0
10.152.152.11-174.130.174.169-48346-51413-6,10.152.152.11,48346,174.130.174.169,51413,TCP,2016-02-23 18:24:23,1996799,0 days 00:00:50,50.0
10.152.152.11-174.130.174.169-48346-51413-6,10.152.152.11,48346,174.130.174.169,51413,TCP,2016-02-23 18:24:23,1996799,0 days 00:00:00,0.0
10.152.152.11-174.130.174.169-48346-51413-6,10.152.152.11,48346,174.130.174.169,51413,TCP,2016-02-23 18:24:25,22473,0 days 00:00:02,2.0
10.152.152.11-174.130.174.169-32822-51413-6,10.152.152.11,32822,174.130.174.169,51413,TCP,2016-02-23 18:24:25,15115479,0 days 00:00:00,0.0
10.152.152.11-174.130.174.169-32822-51413-6,10.152.152.11,32822,174.130.174.169,51413,TCP,2016-02-23 18:24:25,15115479,0 days 00:00:00,0.0
10.152.152.11-174.130.174.169-48346-51413-6,10.152.152.11,48346,174.130.174.169,51413,TCP,2016-02-23 18:24:25,22473,0 days 00:00:00,0.0
10.152.152.11-94.111.203.124-33393-51413-6,10.152.152.11,33393,94.111.203.124,51413,TCP,2016-02-24 09:48:19,1275,0 days 00:00:00,0.0
10.152.152.11-5.146.42.42-40215-51413-6,10.152.152.11,40215,5.146.42.42,51413,TCP,2016-02-24 09:48:23,117267133,0 days 00:00:04,4.0
10.152.152.11-5.146.42.42-40215-51413-6,10.152.152.11,40215,5.146.42.42,51413,TCP,2016-02-24 09:48:23,117267133,0 days 00:00:00,0.0
10.152.152.11-80.57.155.219-39438-51413-6,10.152.152.11,39438,80.57.155.219,51413,TCP,2016-02-24 09:48:25,105221931,0 days 00:00:02,2.0
10.152.152.11-80.57.155.219-39438-51413-6,10.152.152.11,39438,80.57.155.219,51413,TCP,2016-02-24 09:48:25,105221931,0 days 00:00:00,0.0
10.152.152.11-130.111.182.45-59097-51413-6,10.152.152.11,59097,130.111.182.45,51413,TCP,2016-02-24 09:48:26,92678809,0 days 00:00:01,1.0
10.152.152.11-5.196.88.25-9100-51413-17,10.152.152.11,9100,5.196.88.25,51413,UDP,2016-02-24 09:48:26,9688396,0 days 00:00:00,0.0
10.152.152.11-130.111.182.45-59097-51413-6,10.152.152.11,59097,130.111.182.45,51413,TCP,2016-02-24 09:48:26,92678809,0 days 00:00:00,0.0
10.152.152.11-5.196.88.25-9100-51413-17,10.152.152.11,9100,5.196.88.25,51413,UDP,2016-02-24 09:48:26,9688396,0 days 00:00:00,0.0
10.152.152.11-5.196.88.25-44733-51413-6,10.152.152.11,44733,5.196.88.25,51413,TCP,2016-02-24 09:48:27,109947908,0 days 00:00:01,1.0
10.152.152.11-63.156.18.166-52959-51413-6,10.152.152.11,52959,63.156.18.166,51413,TCP,2016-02-24 09:48:27,111249097,0 days 00:00:00,0.0
10.152.152.11-5.196.88.25-44733-51413-6,10.152.152.11,44733,5.196.88.25,51413,TCP,2016-02-24 09:48:27,109947908,0 days 00:00:00,0.0
10.152.152.11-63.156.18.166-52959-51413-6,10.152.152.11,52959,63.156.18.166,51413,TCP,2016-02-24 09:48:27,111249097,0 days 00:00:00,0.0
10.152.152.11-5.9.7.228-53740-51413-6,10.152.152.11,53740,5.9.7.228,51413,TCP,2016-02-24 09:48:28,63194954,0 days 00:00:01,1.0
10.152.152.11-5.9.7.228-53740-51413-6,10.152.152.11,53740,5.9.7.228,51413,TCP,2016-02-24 09:48:28,63194954,0 days 00:00:00,0.0
10.152.152.11-212.83.133.123-53198-51413-6,10.152.152.11,53198,212.83.133.123,51413,TCP,2016-02-24 09:48:29,93397185,0 days 00:00:01,1.0
10.152.152.11-212.83.133.123-53198-51413-6,10.152.152.11,53198,212.83.133.123,51413,TCP,2016-02-24 09:48:29,93397185,0 days 00:00:00,0.0
10.152.152.11-117.217.84.124-9100-51413-17,10.152.152.11,9100,117.217.84.124,51413,UDP,2016-02-24 09:48:30,9344730,0 days 00:00:01,1.0
10.152.152.11-80.71.131.244-57754-51413-6,10.152.152.11,57754,80.71.131.244,51413,TCP,2016-02-24 09:48:30,111788524,0 days 00:00:00,0.0
10.152.152.11-80.71.131.244-57754-51413-6,10.152.152.11,57754,80.71.131.244,51413,TCP,2016-02-24 09:48:30,111788524,0 days 00:00:00,0.0
10.152.152.11-117.217.84.124-9100-51413-17,10.152.152.11,9100,117.217.84.124,51413,UDP,2016-02-24 09:48:30,9344730,0 days 00:00:00,0.0
10.152.152.11-117.217.84.124-40839-51413-6,10.152.152.11,40839,117.217.84.124,51413,TCP,2016-02-24 09:48:31,1670613,0 days 00:00:01,1.0
10.152.152.11-117.217.84.124-40839-51413-6,10.152.152.11,40839,117.217.84.124,51413,TCP,2016-02-24 09:48:31,1670613,0 days 00:00:00,0.0
10.152.152.11-123.203.39.159-9100-51413-17,10.152.152.11,9100,123.203.39.159,51413,UDP,2016-02-24 09:48:32,9513269,0 days 00:00:01,1.0
10.152.152.11-123.203.39.159-9100-51413-17,10.152.152.11,9100,123.203.39.159,51413,UDP,2016-02-24 09:48:32,9513269,0 days 00:00:00,0.0
10.152.152.11-117.217.84.124-40839-51413-6,10.152.152.11,40839,117.217.84.124,51413,TCP,2016-02-24 09:48:33,182296,0 days 00:00:01,1.0
10.152.152.11-123.203.39.159-47923-51413-6,10.152.152.11,47923,123.203.39.159,51413,TCP,2016-02-24 09:48:33,16315785,0 days 00:00:00,0.0
10.152.152.11-117.217.84.124-40839-51413-6,10.152.152.11,40839,117.217.84.124,51413,TCP,2016-02-24 09:48:33,182296,0 days 00:00:00,0.0
10.152.152.11-123.203.39.159-47923-51413-6,10.152.152.11,47923,123.203.39.159,51413,TCP,2016-02-24 09:48:33,16315785,0 days 00:00:00,0.0
10.152.152.11-23.31.60.187-9100-51413-17,10.152.152.11,9100,23.31.60.187,51413,UDP,2016-02-24 09:48:34,9662633,0 days 00:00:01,1.0
10.152.152.11-182.18.177.70-47495-51413-6,10.152.152.11,47495,182.18.177.70,51413,TCP,2016-02-24 09:48:34,552135,0 days 00:00:00,0.0
10.152.152.11-84.249.168.120-34200-51413-6,10.152.152.11,34200,84.249.168.120,51413,TCP,2016-02-24 09:48:34,1470885,0 days 00:00:00,0.0
10.152.152.11-83.212.116.118-40931-51413-6,10.152.152.11,40931,83.212.116.118,51413,TCP,2016-02-24 09:48:34,89384745,0 days 00:00:00,0.0
10.152.152.11-83.212.116.118-40931-51413-6,10.152.152.11,40931,83.212.116.118,51413,TCP,2016-02-24 09:48:34,89384745,0 days 00:00:00,0.0
10.152.152.11-23.31.60.187-9100-51413-17,10.152.152.11,9100,23.31.60.187,51413,UDP,2016-02-24 09:48:34,9662633,0 days 00:00:00,0.0
10.152.152.11-84.249.168.120-34200-51413-6,10.152.152.11,34200,84.249.168.120,51413,TCP,2016-02-24 09:48:34,1470885,0 days 00:00:00,0.0
10.152.152.11-182.18.177.70-47495-51413-6,10.152.152.11,47495,182.18.177.70,51413,TCP,2016-02-24 09:48:34,552135,0 days 00:00:00,0.0
10.152.152.11-23.31.60.187-59633-51413-6,10.152.152.11,59633,23.31.60.187,51413,TCP,2016-02-24 09:48:35,108591352,0 days 00:00:01,1.0
10.152.152.11-182.18.177.70-47495-51413-6,10.152.152.11,47495,182.18.177.70,51413,TCP,2016-02-24 09:48:35,87992,0 days 00:00:00,0.0
10.152.152.11-23.31.60.187-59633-51413-6,10.152.152.11,59633,23.31.60.187,51413,TCP,2016-02-24 09:48:35,108591352,0 days 00:00:00,0.0
10.152.152.11-87.94.140.155-44467-51413-6,10.152.152.11,44467,87.94.140.155,51413,TCP,2016-02-24 09:48:35,115847627,0 days 00:00:00,0.0
10.152.152.11-182.18.177.70-47495-51413-6,10.152.152.11,47495,182.18.177.70,51413,TCP,2016-02-24 09:48:35,87992,0 days 00:00:00,0.0
